id,tweet,coordinates
1330,Weather perfect in Harrison #WINRBNY #NYvRSL http://t.co/NAfMGsOG3C,"Polygon((-75.563587 38.788657, -73.88506 38.788657, -73.88506 41.357424, -75.563587 41.357424, -75.563587 38.788657))"
1168,Wednesday night crowd but @RBA_SouthWard loud. #WINRBNY #NYvRSL,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
2590,"Yes, I am a born and raised Brooklynite. What of it?! #WinRed #WinRBNY","Polygon((-74.041878 40.570842, -73.855673 40.570842, -73.855673 40.739434, -74.041878 40.739434, -74.041878 40.570842))"
1078,"#RSL Morales red carded for foul on Felipe, as last defender denying clear #RBNY scoring chance. #WinRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1207,Welcome back @kemarkemar24! Assist to @seanakiradavis and a finish from @MikeGrella10! #WINRBNY #NYvRSL #RBNY,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
756,"On @MikeGrella10: ""Everybody knows that he's been a big piece for us.""

@jessemarsch #NYvRSL #RBNY #WINRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
954,Rimando's kind of good. #WINRBNY,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
955,BWP gets a rest. #WinRBNY #NYvRSL  https://t.co/QC4Oj0hN3z,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
576,All the way from Texas #NYisRed #WinRBNY @NewYorkRedBulls,"Polygon((-96.85743 32.9971507, -96.612371 32.9971507, -96.612371 33.1253442, -96.85743 33.1253442, -96.85743 32.9971507))"
449,And here's your daily #WinRBNY #NYisRed #NYwillstayRed #RunWithUs #RBNY,"Polygon((-71.191505 42.227797, -70.986004 42.227797, -70.986004 42.399542, -71.191505 42.399542, -71.191505 42.227797))"
2499,4 page ad in this morning's AM New York daily @MarkFishkin #WinRBNY #NYisRED #RBNY http://t.co/2881ocGwbK,"Polygon((-73.933612 40.785365, -73.765271 40.785365, -73.765271 40.91533, -73.933612 40.91533, -73.933612 40.785365))"
2249,Let's go Red Bulls.  #WinRBNY,"Polygon((-115.2092535 35.984784, -115.0610763 35.984784, -115.0610763 36.137145, -115.2092535 36.137145, -115.2092535 35.984784))"
722,"JM on playing @NYCFC and @NYCosmos: ""It's gonna be awesome. You look forward to moments like this.""

@jessemarsch #NYvRSL #RBNY #WINRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
595,@FeliMartins23 @NewYorkRedBulls don't forget #WinRBNY,"Polygon((-74.107995 40.666879, -74.0253309 40.666879, -74.0253309 40.769124, -74.107995 40.769124, -74.107995 40.666879))"
596,Late night soccer #LAvPOR good stuff #WinRBNY,"Polygon((-74.026675 40.683935, -73.910408 40.683935, -73.910408 40.877483, -74.026675 40.877483, -74.026675 40.683935))"
2901,"It's game day, and there's no question. #NYisRED #WinRBNY #RBNY 🍎🍒🍓🍅🍣🍷🎈❤️📍🔴♦️‼️❗️","Polygon((-74.041878 40.570842, -73.855673 40.570842, -73.855673 40.739434, -74.041878 40.739434, -74.041878 40.570842))"
1324,Blue hashtag types go left and keep going. #WINRBNY  #NYisRED http://t.co/WyhwJ1iZ45,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
2624,Since 1996 #NYisRED !  #WINRBNY #RBNY,"Polygon((-74.101395 40.908544, -74.038944 40.908544, -74.038944 40.980598, -74.101395 40.980598, -74.101395 40.908544))"
2395,Blue means sad. Don't make the @EmpireStateBldg sad. Use the hashtag #WINRBNY to turn the ESB red! #RBNY #MLS #NYC http://t.co/cnCW1pqFcD,"Polygon((-74.041878 40.570842, -73.855673 40.570842, -73.855673 40.739434, -74.041878 40.739434, -74.041878 40.570842))"
762,"On @seanakiradavis ""You can literally put him anywhere on the field and he'll be successful.""

@jessemarsch #NYvRSL #RBNY #WINRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1120,Dax is on point tonight. #NYvRSL #WinRBNY #RBNY,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
912,An 11 v 9 game shouldn't be this close!! #WINRBNY,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
739,"""Hopefully we're through that rough stretch and gathering confidence.""

@jessemarsch #NYvRSL #RBNY #WINRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1765,@rbny_ct Certainly a RBNY-specific handle would gain. Does the counter limit # of votes per day? #WinRBNY #WINRED,"Polygon((-75.788758 38.451038, -74.984165 38.451038, -74.984165 39.839007, -75.788758 39.839007, -75.788758 38.451038))"
871,"Meanwhile, in Canada, 3 former Red Bulls/Metros have scored. #WinRBNY","Polygon((-74.026675 40.683935, -73.910408 40.683935, -73.910408 40.877483, -74.026675 40.877483, -74.026675 40.683935))"
744,"""I'm happy to have three points and get out of a four game skid""

@jessemarsch #NYvRSL #RBNY #WINRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
233,Not as mad as I was at the blue team but New York #MLS is #red &amp; black. #RBNY #WINRBNY @1996NYDesigns @ReeseCommaBill http://t.co/nNUTzkwpIx,"Polygon((-74.041878 40.570842, -73.855673 40.570842, -73.855673 40.739434, -74.041878 40.739434, -74.041878 40.570842))"
1258,"#WINRBNY (@ Red Bull Arena for Real Salt Lake vs New York Red Bulls in Harrison, NJ) https://t.co/6NNXnPa3gC","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1767,"Honestly, guys. Let's all vote for #WINRBNY, because the best views of the @EmpireStateBldg are from the Jersey side.","Polygon((-73.933612 40.785365, -73.765271 40.785365, -73.765271 40.91533, -73.933612 40.91533, -73.933612 40.785365))"
1772,"We're here tailgating! All are welcome!
#BlackOut2015 #WinRed #WinRBNY http://t.co/DlTqJjPTIK","Polygon((-74.153588493 40.738613097, -74.153588493 40.738613097, -74.153588493 40.738613097, -74.153588493 40.738613097, -74.153588493 40.738613097))"
622,#WINRBNY #southward #3points. #RBNY on to Sunday.....lets go!!! http://t.co/el5v0l4hMc,"Polygon((-74.186781 40.774445, -74.138536 40.774445, -74.138536 40.809762, -74.186781 40.809762, -74.186781 40.774445))"
1392,#WinRBNY #RUNWITHUS #RBNY #VASC - Drinking a Traditional Lager by @Yuengling_Beer at @catasnewark  — http://t.co/JEnphqkC7z,"Polygon((-74.25136 40.679997, -74.118336 40.679997, -74.118336 40.788991, -74.25136 40.788991, -74.25136 40.679997))"
1128,Conor Lade should be covering Joao Plata on those corners. #WINRBNY,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1267,"I would be at #ShowdownNY tonight, but it interferes with the #RBNY game.  #WinRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
884,We have no Fracking goal scorers.  I miss Henry. #WINRBNY,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1278,Study of contrasts: clear weather for my club #WINRBNY and thunderstorms affecting my mom's club in Orlando.,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
1271,Adolfo Valencia is the night's 20 in 20 bio. Not here tonight. #WinRBNY http://t.co/a48UFCz3gT,"Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
980,"Yellow, yes, but not sure Phillips deserved red. This is karma overload for #RBNY. #NYvRSL #WinRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
890,Pure Comedy. #WinRBNY,"Polygon((-74.026675 40.683935, -73.910408 40.683935, -73.910408 40.877483, -74.026675 40.877483, -74.026675 40.683935))"
1531,Not born yesterday ! #WINRBNY #NYisRED,"Polygon((-74.101395 40.908544, -74.038944 40.908544, -74.038944 40.980598, -74.101395 40.980598, -74.101395 40.908544))"
1020,Come on #RBNY #WinRBNY,"Polygon((-74.140097 40.098449, -74.034044 40.098449, -74.034044 40.234362, -74.140097 40.234362, -74.140097 40.098449))"
765,"""Abang showed some very good flashes.""

@jessemarsch #NYvRSL #RBNY #WINRBNY","Polygon((-74.165221 40.734214, -74.138181 40.734214, -74.138181 40.75402, -74.165221 40.75402, -74.165221 40.734214))"
638,#WINRBNY 3 needed points and on to Sunday. I can't wait to loose my voice!!! #NYisRED,"Polygon((-74.186781 40.774445, -74.138536 40.774445, -74.138536 40.809762, -74.186781 40.809762, -74.186781 40.774445))"
